gid,funderid,fundername,awardid,value,popdate,fundagency,fundsubagency,fundoffice,psc,naics,ruei,rcage,rparuei
6459,https://openalex.org/F4320338281,Army Research Office,W911NF-19-10372,,,,,,,,,,
6460,https://openalex.org/F4320323537,Hong Kong University of Science and Technology,"ECS, 26300721",,,,,,,,,,
6461,https://openalex.org/F4320306084,U.S. Department of Energy,DE-SC0020992,,,,,,,,,,
6462,https://openalex.org/F4320338279,Air Force Office of Scientific Research,AFOSR-FA2386-21-1-4091,,,,,,,,,,
6463,https://openalex.org/F4320306084,U.S. Department of Energy,Center for Hybrid Organic Inorganic Semiconductors for Energy (CHOISE),,,,,,,,,,
6464,https://openalex.org/F4320306076,National Science Foundation,DMR-2143642,,,,,,,,,,
6417,https://openalex.org/F4320332180,Defense Advanced Research Projects Agency,W911NF2010021,,,,,,,,,,
6441,https://openalex.org/F4320337480,Basic Energy Sciences,DE-FG02-07ER46454,,,,,,,,,,
6421,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-20-1-0105,,,,,,,,,,
6427,https://openalex.org/F4320337345,Office of Naval Research,N00014-18-1-2434,,,,,,,,,,
6423,https://openalex.org/F4320306076,National Science Foundation,Graduate Research Fellowship Program,,,,,,,,,,
6433,https://openalex.org/F4320332276,Advanced Research Projects Agency - Energy,DE-AR0001222,,,,,,,,,,
6122,https://openalex.org/F4320332180,Defense Advanced Research Projects Agency,HR001118C0036,"$6,916,891.25","[2018-03-25,2023-03-31)",097,97AE,HR0011,AD92,541715,QAP9NNDEWGZ8,1TQ46,QAP9NNDEWGZ8
6418,https://openalex.org/F4320322327,Knut och Alice Wallenbergs Stiftelse,KAW 2022.0348,,,,,,,,,,
6436,https://openalex.org/F4320306115,United States Agency for International Development,S002283-USAID,,,,,,,,,,
6412,https://openalex.org/F4320332180,Defense Advanced Research Projects Agency,HR00112120008,,,,,,,,,,
6400,https://openalex.org/F4320338281,Army Research Office,W911NF-18-1-04320431,,,,,,,,,,
6422,https://openalex.org/F4320306076,National Science Foundation,EEC-1941583,,,,,,,,,,
6466,https://openalex.org/F4320306076,National Science Foundation,ECCS-1936527,,,,,,,,,,
6467,https://openalex.org/F4320306076,National Science Foundation,ECCS102000743,,,,,,,,,,
6469,https://openalex.org/F4320322930,Ministerio de Ciencia e Innovación,PID2021-122755OB-I00,,,,,,,,,,
6470,https://openalex.org/F4320322930,Ministerio de Ciencia e Innovación,TED2021-130739B-I00,,,,,,,,,,
6472,https://openalex.org/F4320317199,Fundación Carmen y Severo Ochoa,CEX2021-001230-S,,,,,,,,,,
6475,https://openalex.org/F4320332180,Defense Advanced Research Projects Agency,HR0011-19-2-2007,,,,,,,,,,
6477,https://openalex.org/F4320332180,Defense Advanced Research Projects Agency,DSSoC,,,,,,,,,,
6478,https://openalex.org/F4320306076,National Science Foundation,"1937301, 2028602, CCF-1563078, 1563113, GRFP",,,,,,,,,,
6479,https://openalex.org/F4320337480,Basic Energy Sciences,DE‐SC0019345,,,,,,,,,,
6480,https://openalex.org/F4320337480,Basic Energy Sciences,DE‐SC0019300,,,,,,,,,,
6481,https://openalex.org/F4320306076,National Science Foundation,NNCI‐2025128,,,,,,,,,,
6483,https://openalex.org/F4320306076,National Science Foundation,DMR‐1753054,,,,,,,,,,
6484,https://openalex.org/F4320332161,National Institutes of Health,R01DA029639,,,,,,,,,,
6485,https://openalex.org/F4320306076,National Science Foundation,2211258,,,,,,,,,,
6487,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-23-1-0127,,,,,,,,,,
6488,https://openalex.org/F4320332180,Defense Advanced Research Projects Agency,HR0011-18-2-0049,,,,,,,,,,
6489,https://openalex.org/F4320306076,National Science Foundation,2211302,,,,,,,,,,
6490,https://openalex.org/F4320306076,National Science Foundation,2105494,,,,,,,,,,
6491,https://openalex.org/F4320306078,U.S. Department of Defense,DE-EE0010143,,,,,,,,,,
6492,https://openalex.org/F4320306076,National Science Foundation,2213636,,,,,,,,,,
6493,https://openalex.org/F4320306076,National Science Foundation,2211888,,,,,,,,,,
6495,https://openalex.org/F4320336454,Division of Physics,PHY-1454673,,,,,,,,,,
6498,https://openalex.org/F4320306076,National Science Foundation,OAC-1547580,,,,,,,,,,
6497,https://openalex.org/F4320337363,National Institute of Biomedical Imaging and Bioengineering,R01-EB017755,,,,,,,,,,
6499,https://openalex.org/F4320306151,Alfred P. Sloan Foundation,Sloan fellowship in chemistry,,,,,,,,,,
6502,https://openalex.org/F4320306101,National Aeronautics and Space Administration,80NSSC17K0013,,,,,,,,,,
6503,https://openalex.org/F4320306101,National Aeronautics and Space Administration,80NSSC19K0078,,,,,,,,,,
6504,https://openalex.org/F4320306101,National Aeronautics and Space Administration,80NSSC19K0835,,,,,,,,,,
6510,https://openalex.org/F4320306101,National Aeronautics and Space Administration,80NSSC20K0601,,,,,,,,,,
6514,https://openalex.org/F4320306101,National Aeronautics and Space Administration,80NSSC20K0356,,,,,,,,,,
6516,https://openalex.org/F4320306196,Welch Foundation,F-2007,,,,,,,,,,
6518,https://openalex.org/F4320337480,Basic Energy Sciences,DE-SC0020973,,,,,,,,,,
6473,https://openalex.org/F4320306076,National Science Foundation,1922372,,,,,,,,,,
6520,https://openalex.org/F4320337345,Office of Naval Research,N00014-19-1-2114,,,,,,,,,,
6519,https://openalex.org/F4320332276,Advanced Research Projects Agency - Energy,DE-AR0001209,,,,,,,,,,
6474,https://openalex.org/F4320337367,Division of Materials Research,1922090,,,,,,,,,,
6522,https://openalex.org/F4320306164,Simons Foundation,Simons Investigator Grant No. 404513,,,,,,,,,,
6523,https://openalex.org/F4320334764,Japan Society for the Promotion of Science,"21H05233, 23H02052",,,,,,,,,,
6524,https://openalex.org/F4320337368,Division of Graduate Education,DGE-2140004,,,,,,,,,,
6525,https://openalex.org/F4320334764,Japan Society for the Promotion of Science,"KAKENHI 21H05233, 23H02052",,,,,,,,,,
6526,https://openalex.org/F4320338279,Air Force Office of Scientific Research,AFOSR FA9550-21-1-0177,,,,,,,,,,
6527,https://openalex.org/F4320338281,Army Research Office,W911NF-20-1-0200,,,,,,,,,,
6468,https://openalex.org/F4320337345,Office of Naval Research,N00014-20-1-2280,,,,,,,,,,
6501,https://openalex.org/F4320306076,National Science Foundation,PHY‐2028125,,,,,,,,,,
6515,https://openalex.org/F4320306076,National Science Foundation,AGS‐2033843,,,,,,,,,,
6500,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-20-1-0115,,,,,,,,,,
6482,https://openalex.org/F4320338281,Army Research Office,W911NF‐18‐2‐0048,,,,,,,,,,
6511,https://openalex.org/F4320306101,National Aeronautics and Space Administration,80NSSC21K1310,,,,,,,,,,
6509,https://openalex.org/F4320337345,Office of Naval Research,N00014‐22‐1‐2284,,,,,,,,,,
6486,https://openalex.org/F4320337345,Office of Naval Research,N00014-22-1-2740,,,,,,,,,,
6465,https://openalex.org/F4320306076,National Science Foundation,DMR-2104912,,,,,,,,,,
6471,https://openalex.org/F4320306076,National Science Foundation,1922311,,,,,,,,,,
6528,https://openalex.org/F4320332180,Defense Advanced Research Projects Agency,W911NF201002,,,,,,,,,,
6508,https://openalex.org/F4320306101,National Aeronautics and Space Administration,80NSSC22K0171,,,,,,,,,,
6505,https://openalex.org/F4320306076,National Science Foundation,NSFC41974184,,,,,,,,,,
6513,https://openalex.org/F4320306101,National Aeronautics and Space Administration,80NSSC21K1775,,,,,,,,,,
3474,https://openalex.org/F4320306994,Lockheed Martin,025570-00036,,,,,,,,,,
6506,https://openalex.org/F4320337345,Office of Naval Research,N00014‐17‐1‐2186,,,,,,,,,,
7830,https://openalex.org/F4320320006,Royal Society,ERC Project BLAST and AFOSR Award No. FA9550?21?1?003,,,,,,,,,,
6529,https://openalex.org/F4320320709,National Research Foundation Singapore,NRF-NRFF15-2023-0008,,,,,,,,,,
6521,https://openalex.org/F4320332180,Defense Advanced Research Projects Agency,HR0011-19-2-0022,,,,,,,,,,
6507,https://openalex.org/F4320306101,National Aeronautics and Space Administration,80NSSC20K1785,,,,,,,,,,
6494,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA95502010291,,,,,,,,,,
6426,https://openalex.org/F4320306076,National Science Foundation,#1122374,,,,,,,,,,
6532,https://openalex.org/F4320332180,Defense Advanced Research Projects Agency,34371-511360,,,,,,,,,,
6533,https://openalex.org/F4320338295,Army Research Laboratory,W911NF-17-2-0181,,,,,,,,,,
6535,https://openalex.org/F4320332180,Defense Advanced Research Projects Agency,HR00112020033,,,,,,,,,,
6537,https://openalex.org/F4320338281,Army Research Office,W911NF???22-1???0215,,,,,,,,,,
6540,https://openalex.org/F4320337367,Division of Materials Research,2204222,,,,,,,,,,
6541,https://openalex.org/F4320337367,Division of Materials Research,2132338,,,,,,,,,,
6542,https://openalex.org/F4320321873,"Ministero dell’Istruzione, dell’Università e della Ricerca",PRIN  2017L8WW48,,,,,,,,,,
6543,https://openalex.org/F4320338335,H2020 European Research Council,819740,,,,,,,,,,
6544,https://openalex.org/F4320320924,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,188404,,,,,,,,,,
6545,https://openalex.org/F4320338336,H2020 Future and Emerging Technologies,899141,,,,,,,,,,
6546,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA8655-21-1-7013,,,,,,,,,,
6548,https://openalex.org/F4320320924,Schweizerischer Nationalfonds zur Förderung der Wissenschaftlichen Forschung,200021_192308,,,,,,,,,,
6549,https://openalex.org/F4320338281,Army Research Office,W911NF-21-1-0328,,,,,,,,,,
6550,https://openalex.org/F4320332161,National Institutes of Health,R00EB027706,,,,,,,,,,
6551,https://openalex.org/F4320309369,Massachusetts Institute of Technology,Paul and Lilah Newton Brain Science Research Award,,,,,,,,,,
6552,https://openalex.org/F4320306151,Alfred P. Sloan Foundation,#2021-16891,,,,,,,,,,
6553,https://openalex.org/F4320337345,Office of Naval Research,#6000010743,,,,,,,,,,
6554,https://openalex.org/F4320320943,Danmarks Grundforskningsfond,DNRF147,,,,,,,,,,
6555,https://openalex.org/F4320306076,National Science Foundation,2103301,,,,,,,,,,
6556,https://openalex.org/F4320332467,U.S. Air Force,FA8750-20-P-1721,,,,,,,,,,
6557,https://openalex.org/F4320306076,National Science Foundation,RAISE-QAC-QSA,,,,,,,,,,
6558,https://openalex.org/F4320306076,National Science Foundation,DMR2037783,,,,,,,,,,
6559,https://openalex.org/F4320306076,National Science Foundation,"2141064,1918839",,,,,,,,,,
6560,https://openalex.org/F4320306076,National Science Foundation,DMR 2216080,,,,,,,,,,
6561,https://openalex.org/F4320306076,National Science Foundation,DMR-1906325,,,,,,,,,,
6562,https://openalex.org/F4320337480,Basic Energy Sciences,DE-FG02-99ER45747,,,,,,,,,,
6564,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550‐20‐0066,,,,,,,,,,
6565,https://openalex.org/F4320337345,Office of Naval Research,N00014-19-1-2036,,,,,,,,,,
6566,https://openalex.org/F4320337350,National Eye Institute,RO1EY011894-S1,,,,,,,,,,
6567,https://openalex.org/F4320337359,National Institute of Neurological Disorders and Stroke,K08-NS107591,,,,,,,,,,
6568,https://openalex.org/F4320337350,National Eye Institute,RO1-EY034419,,,,,,,,,,
6579,https://openalex.org/F4320306076,National Science Foundation,2308901,,,,,,,,,,
6570,https://openalex.org/F4320337531,"Defense Sciences Office, DARPA",HR001120S0014,,,,,,,,,,
6571,https://openalex.org/F4320325113,Fundación para el Fomento en Asturias de la Investigación Científica Aplicada y la Tecnología,AYUD/2021/51185,,,,,,,,,,
6572,https://openalex.org/F4320321390,Fonds De La Recherche Scientifique - FNRS,T.0107.20,,,,,,,,,,
6574,https://openalex.org/F4320338281,Army Research Office,W911NF-21-0147,,,,,,,,,,
6575,https://openalex.org/F4320306084,U.S. Department of Energy,DE-SC0019126,,,,,,,,,,
6576,https://openalex.org/F4320322930,Ministerio de Ciencia e Innovación,PID2022-137078NB-100,,,,,,,,,,
6581,https://openalex.org/F4320322030,"Ministry of Science, ICT and Future Planning",IITP-2023-RS-2023-00259991,,,,,,,,,,
6582,https://openalex.org/F4320306076,National Science Foundation,DMR-1847861,,,,,,,,,,
6583,https://openalex.org/F4320306076,National Science Foundation,QLCI-CI-2016244,,,,,,,,,,
6584,https://openalex.org/F4320320709,National Research Foundation Singapore,NRFF15-2023-0008,,,,,,,,,,
6585,https://openalex.org/F4320306084,U.S. Department of Energy,032054-0000,,,,,,,,,,
7851,https://openalex.org/F4320337345,Office of Naval Research,N00014-14-1-0505,,,,,,,,,,
6587,https://openalex.org/F4320306076,National Science Foundation,CNS-1725797,,,,,,,,,,
6590,https://openalex.org/F4320337393,Division of Chemistry,CHE-1653289,,,,,,,,,,
6589,https://openalex.org/F4320338281,Army Research Office,W911NF-18-1-0197,,,,,,,,,,
6591,https://openalex.org/F4320337391,"Division of Civil, Mechanical and Manufacturing Innovation",CMMI-2142460,,,,,,,,,,
6592,https://openalex.org/F4320337391,"Division of Civil, Mechanical and Manufacturing Innovation",CMMI-2033779,,,,,,,,,,
6530,https://openalex.org/F4320306076,National Science Foundation,DMR-2237244,,,,,,,,,,
6593,https://openalex.org/F4320338038,Heliophysics Division,80NSSC22K1013,,,,,,,,,,
6594,https://openalex.org/F4320338038,Heliophysics Division,80NSSC20K0199,,,,,,,,,,
6538,https://openalex.org/F4320337345,Office of Naval Research,FA8650-15-C-7543,,,,,,,,,,
6563,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-19-1-0063,,,,,,,,,,
6573,https://openalex.org/F4320306164,Simons Foundation,896626,,,,,,,,,,
6577,https://openalex.org/F4320306076,National Science Foundation,1844280,,,,,,,,,,
6578,https://openalex.org/F4320337345,Office of Naval Research,N00014-20-1-2531,,,,,,,,,,
3526,https://openalex.org/F4320332180,Defense Advanced Research Projects Agency,CW3013552,,,,,,,,,,
6539,https://openalex.org/F4320337345,Office of Naval Research,N00014-22-1-2148,,,,,,,,,,
6588,https://openalex.org/F4320338281,Army Research Office,W911NF1910517,,,,,,,,,,
6534,https://openalex.org/F4320337345,Office of Naval Research,N000141712072,,,,,,,,,,
6586,https://openalex.org/F4320306084,U.S. Department of Energy,7571809,,,,,,,,,,
6580,https://openalex.org/F4320337531,"Defense Sciences Office, DARPA",HR00111720029,,,,,,,,,,
6536,https://openalex.org/F4320338281,Army Research Office,W911NF-23-1-0045,,,,,,,,,,
6595,https://openalex.org/F4320332171,Directorate for Geosciences,AGS‐1933040,,,,,,,,,,
6596,https://openalex.org/F4320338038,Heliophysics Division,80NSSC22M0104,,,,,,,,,,
6598,https://openalex.org/F4320306076,National Science Foundation,2220274,,,,,,,,,,
6599,https://openalex.org/F4320306076,National Science Foundation,DMR‐1603192,,,,,,,,,,
6600,https://openalex.org/F4320306076,National Science Foundation,GRFP1122374,,,,,,,,,,
6601,https://openalex.org/F4320332467,U.S. Air Force,MURI FA9550-22-1-0316,,,,,,,,,,
6602,https://openalex.org/F4320306101,National Aeronautics and Space Administration,80NSSC22K1018,,,,,,,,,,
6604,https://openalex.org/F4320316572,Schmidt Family Foundation,G-22-64506,,,,,,,,,,
6605,https://openalex.org/F4320306076,National Science Foundation,2020247,,,,,,,,,,
6606,https://openalex.org/F4320332180,Defense Advanced Research Projects Agency,HR0011-18-2-002,,,,,,,,,,
6607,https://openalex.org/F4320333051,Intelligence Advanced Research Projects Activity,2019-19020100001,,,,,,,,,,
6608,https://openalex.org/F4320337355,National Institute of Allergy and Infectious Diseases,F31 AI15740,,,,,,,,,,
6609,https://openalex.org/F4320306134,Doris Duke Charitable Foundation,PSF 2019121,,,,,,,,,,
6631,https://openalex.org/F4320330264,MIT Portugal,6950138,,,,,,,,,,
6611,https://openalex.org/F4320337355,National Institute of Allergy and Infectious Diseases,K08 AI163497,,,,,,,,,,
6612,https://openalex.org/F4320306078,U.S. Department of Defense,W81XWH1910086,,,,,,,,,,
6615,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-23-1-0482,,,,,,,,,,
6616,https://openalex.org/F4320337367,Division of Materials Research,DMR- 1644779,,,,,,,,,,
6617,https://openalex.org/F4320337367,Division of Materials Research,2143384,,,,,,,,,,
6620,https://openalex.org/F4320337345,Office of Naval Research,ONR N000142012203,,,,,,,,,,
6191,https://openalex.org/F4320337390,"Division of Chemical, Bioengineering, Environmental, and Transport Systems",CBET-1911763,,,,,,,,,,
6623,https://openalex.org/F4320306084,U.S. Department of Energy,KA2401032,,,,,,,,,,
6624,https://openalex.org/F4320306114,U.S. Department of Agriculture,021‐69012‐35978,,,,,,,,,,
6626,https://openalex.org/F4320337393,Division of Chemistry,CHE-2108357,,,,,,,,,,
6627,https://openalex.org/F4320337367,Division of Materials Research,DMR-1905164,,,,,,,,,,
6628,https://openalex.org/F4320338295,Army Research Laboratory,W911-NF-18-2-0048,,,,,,,,,,
6411,https://openalex.org/F4320332180,Defense Advanced Research Projects Agency,HR0011202002,,,,,,,,,,
6632,https://openalex.org/F4320306076,National Science Foundation,NSF-PHY-2028125,,,,,,,,,,
6634,https://openalex.org/F4320306076,National Science Foundation,PHY1915218,,,,,,,,,,
6635,https://openalex.org/F4320334593,Natural Sciences and Engineering Research Council of Canada,RGPIN 2017-04383,,,,,,,,,,
6636,https://openalex.org/F4320321181,Austrian Science Fund,P 35992-N,,,,,,,,,,
6637,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-19-1-0113,,,,,,,,,,
6638,https://openalex.org/F4320338279,Air Force Office of Scientific Research,FA9550-17-1-0058,,,,,,,,,,
6639,https://openalex.org/F4320338273,Congressionally Directed Medical Research Programs,W81XWH-20-1-0481,,,,,,,,,,
6640,https://openalex.org/F4320337363,National Institute of Biomedical Imaging and Bioengineering,5 R01 EB026344-04,,,,,,,,,,
6642,https://openalex.org/F4320322107,Korea Health Industry Development Institute,HI19C1348,,,,,,,,,,
6643,https://openalex.org/F4320322064,Korea Institute for Advancement of Technology,P0017305,,,,,,,,,,
6644,https://openalex.org/F4320337367,Division of Materials Research,DMR-2240994,,,,,,,,,,
6645,https://openalex.org/F4320322120,National Research Foundation of Korea,2021M3H4A1A02056037,,,,,,,,,,
6646,https://openalex.org/F4320337644,Naval Sea Systems Command,N68335-20-C-0845,,,,,,,,,,
6657,https://openalex.org/F4320306164,Simons Foundation,"216179, LB",,,,,,,,,,
